f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
18.60180197,0.340181132,3.060700053,3.060700053,855.2985971,84.55855535,0.253234506,2.14174589,3.117343837,3.135833385,3.13207741,2.626795735,18.53882973,14.35833177,51.68320156,2.904362079,0.340181132,0.883236454,-2.230215265,2.582366788,3.22277944,3.244941842
19.10103192,0.454108991,3.060108557,3.060108557,1184.862336,112.9040989,0.326016336,1.859593213,3.770504389,3.105814888,3.099693045,2.432634992,19.10743296,14.17260257,50.31128978,3.468600251,0.454108991,1.060015893,-2.178852469,2.693121935,3.21513582,3.243264245
19.6417259,0.351047512,2.988758305,2.988758305,431.5945486,48.24965422,0.264786756,1.793687817,3.46365325,3.128839241,3.126064127,2.344776468,19.56623199,15.14236189,51.95685292,3.240132342,0.351047512,0.917250007,-2.202489078,2.64835199,3.221458103,3.244813569
18.05481357,0.37767178,3.038048846,3.038048846,871.9513358,84.93379999,0.255689612,2.18180496,3.033253001,3.138326215,3.134196944,2.652559546,18.02368479,14.12851977,50.5628157,2.815030746,0.37767178,0.876437476,-2.207225833,2.547300411,3.222841433,3.244480366
14.18986158,0.479433221,3.087364169,3.087364169,1586.263228,141.9090548,0.319036039,1.278226851,4.350422405,3.112218507,3.106521698,1.653271917,14.25313263,11.19787692,34.20095609,4.090552181,0.479433221,1.02446713,-2.379128795,2.87976419,3.216212619,3.242982316
22.01431912,0.570900362,2.971739602,2.971739602,788.5942352,79.78166959,0.469516149,1.386745818,4.658752377,3.031565267,3.025380347,2.018463961,22.0341547,15.70475433,53.33021581,4.220007006,0.570900362,1.376877468,-1.898931592,2.692886996,3.198944114,3.241370683
21.77751902,0.393883277,3.082051633,3.082051633,961.3392518,96.53964387,0.325489463,1.571008213,4.301613253,3.09825012,3.09409465,2.201806647,21.73130162,15.36957227,54.27175698,4.047324132,0.393883277,1.066899929,-2.258542651,2.819468304,3.214584639,3.244044462
27.11559421,0.470459222,2.96353592,2.96353592,443.5553958,46.56335767,0.413968388,1.20913584,4.610634599,3.051642583,3.04866489,1.667162364,27.02465894,17.9142178,67.48219145,4.268850961,0.470459222,1.270065809,-1.978249606,2.737794965,3.204612077,3.242861016
22.1085126,0.392799913,3.06659683,3.06659683,865.3287006,88.46302489,0.293105437,1.601570767,4.040986225,3.117681184,3.113416729,2.194472503,22.05933041,15.64634462,56.83043307,3.77998787,0.392799913,0.985541831,-2.313420088,2.805071713,3.218482704,3.244159225
18.15197344,0.452442636,3.08997976,3.08997976,1345.560334,125.7337307,0.347641539,1.419442786,4.434066636,3.092093907,3.08665934,2.017736002,18.16482878,13.39092936,44.17744055,4.147720695,0.452442636,1.120175996,-2.26350205,2.844689948,3.212499991,3.243225249
28.04681226,0.54968824,2.990163204,2.990163204,708.3406846,70.25435642,0.483473625,1.09207519,5.064941365,3.018299378,3.014884649,1.535660619,28.01302773,17.98756703,67.75351481,4.670382705,0.54968824,1.405676595,-1.919977248,2.772491857,3.196992194,3.241661246
14.17443883,0.32283483,2.696179239,2.696179239,170.1100065,19.32907664,0.231479923,2.577006019,1.959818791,3.147763775,3.143395529,2.890269984,14.12582083,13.19406254,43.36107577,1.806270959,0.32283483,0.817378621,-1.793999217,1.966873168,3.225253316,3.24520574
